APT;Additional;Annotator;Difficulty;FailureReasons;FormatCorrect;Group;Index;Kind;Original;Paraphrase;annotation_id;annotator.1;created_at;id;lead_time;type;updated_at
Spelling changes;;2;Easy;;Yes;;10051;3;"Also demonstrating box-office strength _ and getting seven Tony nominations _ was a potent revival of Eugene O'Neill's family drama, ""Long Day's Journey Into Night.""";Also demonstrating box-office strength  and getting seven Tony nominations  was a potent revival of Eugene ONeills family drama, Long Days Journey Into Night.;336;14;24.01.2024 12:59;535;10152;"[{""start"":129,""end"":158,""text"":""Long Days Journey Into Night."",""labels"":[""APT""]},{""start"":40,""end"":74,""text"":""and getting seven Tony nominations"",""labels"":[""APT""]}]";24.01.2024 12:59
AdditionDeletion;;11;Easy;;No;;73;4;"Sheena Young of Child, the national infertility support network, hoped the guidelines would lead to a more ""fair and equitable"" service for infertility sufferers.";"Sheena Young of Child, the national infertility support network, hoped the guidelines would lead to a more ""fair and equitable"" increased service for infertility sufferers.";478;10;27.01.2024 15:04;140;107068;;27.01.2024 15:04
Spelling changes;;4;Easy;;Yes;;10053;4;"Also demonstrating box-office strength _ and getting seven Tony nominations _ was a potent revival of Eugene O'Neill's family drama, ""Long Day's Journey Into Night.""";"Also demonstrating box-office strength _ and getting seven Tonys nominations _ was a potent revival of Eugene O'Neill's family drama, ""Long Day's Journey Into Night.""";324;15;24.01.2024 12:43;537;114472;"[{""start"":59,""end"":64,""text"":""Tonys"",""labels"":[""APT""]}]";24.01.2024 12:43
Spelling changes;;5;Easy;;Yes;;10054;1;"Also demonstrating box-office strength _ and getting seven Tony nominations _ was a potent revival of Eugene O'Neill's family drama, ""Long Day's Journey Into Night.""";" Also demonstrating box office strength and getting seven Tony nominations was a potent revival of Eugene O'Neill's family drama, ""Long Day's Journey Into Night.""";228;13;23.01.2024 18:24;538;54379;"[{""start"":20,""end"":30,""text"":""box office"",""labels"":[""APT""]},{""start"":31,""end"":39,""text"":""strength"",""labels"":[""APT""]},{""start"":63,""end"":74,""text"":""nominations"",""labels"":[""APT""]}]";23.01.2024 18:24
Spelling changes;;2;Easy;;Yes;;10060;0;The first biotechnology treatment for asthma, the constriction of the airways that affects millions around the world, received approval from the US Food and Drug Administration yesterday.;The first biotechnology treatment for asthma, the constriction of the airways that affects millions around the world, received approval from the U.S. Food and Drug Administration yesterday.;337;14;24.01.2024 13:02;539;766991;"[{""start"":145,""end"":150,""text"":""U.S. "",""labels"":[""APT""]}]";24.01.2024 13:09
Spelling changes;Morpho- and Lexicon-based Changes;3;Easy;;Yes;;10061;3;The first biotechnology treatment for asthma, the constriction of the airways that affects millions around the world, received approval from the US Food and Drug Administration yesterday.;The first biotechnology treatment for asthma, the constriction of the airways that affects millions around the world, received approval from the U.S. Food and Drug Administration Monday.;462;18;26.01.2024 20:06;540;415461;"[{""start"":145,""end"":149,""text"":""U.S."",""labels"":[""APT""]}]";26.01.2024 20:06
Spelling changes;;4;Easy;;Yes;;10062;2;The first biotechnology treatment for asthma, the constriction of the airways that affects millions around the world, received approval from the US Food and Drug Administration yesterday.;The first biotechnology treatment for asthma, the constriction of the airways that affects millions around the world, received approval from the U.S. Food and Drug Administration yesterday.;326;15;24.01.2024 12:44;541;52622;"[{""start"":145,""end"":149,""text"":""U.S."",""labels"":[""APT""]}]";24.01.2024 12:44
Spelling changes;;5;Easy;;Yes;;10063;4;The first biotechnology treatment for asthma, the constriction of the airways that affects millions around the world, received approval from the US Food and Drug Administration yesterday.;The first bio-technology treatment for asthma, the constriction of the airways that affects millions around the world, received approval from the US Food and Drug Administration yesterday.;229;13;23.01.2024 18:24;542;26252;"[{""start"":10,""end"":24,""text"":""bio-technology"",""labels"":[""APT""]}]";23.01.2024 18:24
AdditionDeletion;;9;Easy;;No;;71;3;"Sheena Young of Child, the national infertility support network, hoped the guidelines would lead to a more ""fair and equitable"" service for infertility sufferers.";"Sheena Young of Child, the national infertility support network, said the guidelines should lead to a more ""fair and equitable"" service.";597;21;30.01.2024 12:31;138;108999;;30.01.2024 12:31
Spelling changes;;3;Easy;;Yes;;10070;0;The latest shooting linked to the spree was a November 11 shooting at Hamilton Central Elementary School in Obetz, about 3km from the freeway.;The latest shooting linked to the spree was a November 11 shooting at Hamilton Central Elementary School in Obetz, about 3 kilometers from the freeway.;463;18;26.01.2024 20:07;544;2393;"[{""start"":121,""end"":133,""text"":""3 kilometers"",""labels"":[""APT""]}]";26.01.2024 20:07
Spelling changes;Morpho- and Lexicon-based Changes;4;Hard;;Yes;;10071;3;The latest shooting linked to the spree was a November 11 shooting at Hamilton Central Elementary School in Obetz, about 3km from the freeway.;The latest shooting linked to the spree was a Nov. 11 shooting at Hamilton Central Elementary School in Obetz, about two miles from the freeway.;327;15;24.01.2024 12:46;545;91647;"[{""start"":46,""end"":50,""text"":""Nov."",""labels"":[""APT""]}]";24.01.2024 12:46
Syntheticanalytic substitution;Structure-based Changes;6;Easy;;No;;12032;2;Singapore is already the United States' 12th-largest trading partner, with two-way trade totaling more than $34 billion.;Singapore is already the twelfth-largest trading partner of the United States, with two-way trade amounting to over $34 billion.;110;10;23.01.2024 13:29;644;67624;;23.01.2024 13:29
Syntheticanalytic substitution;Structure-based Changes;6;Easy;;No;;12023;4;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.;Six months ago, the debt rollover deal worth a bare minimum of $6.8 billion of the IMF and Argentina that expires in August was struck.;109;10;23.01.2024 13:28;640;59052;;23.01.2024 13:28
Spelling changes;;7;Easy;Other;Yes;;10074;1;The latest shooting linked to the spree was a November 11 shooting at Hamilton Central Elementary School in Obetz, about 3km from the freeway.; The latest shooting linked to the spree was a November 11 shooting at Hamilton Central Elementary School in Obetz, about 3 km from the freeway.;416;17;25.01.2024 14:32;548;94112;;25.01.2024 14:47
Spelling changes;;4;Easy;;Yes;;10080;0;NEC is pitching its wireless gear and management software to a variety of industries, including health care and hospitality.;NEC is pitching its wireless gear and management software to a variety of industries, including healthcare and hospitality.;328;15;24.01.2024 12:46;549;33088;"[{""start"":96,""end"":106,""text"":""healthcare"",""labels"":[""APT""]}]";24.01.2024 12:46
Spelling changes;;5;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;10081;3;NEC is pitching its wireless gear and management software to a variety of industries, including health care and hospitality.;NEC is pitching its wireless gear and management software to different industries including health care and hospitality.;231;13;23.01.2024 18:26;550;28379;;23.01.2024 18:26
Same Polarity Substitution (contextual);;2;Easy;;No;;8092;2;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.;Six months ago, the IMF and Argentina reached a bare-minimum $6.8-billion debt rollover agreement that will come to an end in August.;262;14;24.01.2024 11:21;437;44064;"[{""start"":108,""end"":133,""text"":""come to an end in August."",""labels"":[""APT""]}]";24.01.2024 11:21
Spelling changes;;7;Easy;Other;Yes;;10083;4;NEC is pitching its wireless gear and management software to a variety of industries, including health care and hospitality.;NEC Corporation is pitching its wireless gear and management software to a variety of industries, including health care and hospitality.;417;17;25.01.2024 14:34;552;54333;;25.01.2024 14:47
Spelling changes;;8;Easy;;Yes;;10084;1;NEC is pitching its wireless gear and management software to a variety of industries, including health care and hospitality.; NEC is pitching its wireless gear and management software to a variety of industries, including healthcare and hospitality.;584;20;30.01.2024 11:35;553;78539;"[{""start"":97,""end"":107,""text"":""healthcare"",""labels"":[""APT""]}]";30.01.2024 11:35
Spelling changes;;5;Easy;;Yes;;10090;0;For example, Anhalt said, children typically treat a 20-ounce soda bottle as one serving, although it actually contains 2 ½ 8-ounce servings.;For example, Anhalt said, children typically treat a 20-ounce soda bottle as one serving, although it actually contains two and a half 8-ounce servings.;232;13;23.01.2024 18:27;554;35067;"[{""start"":120,""end"":134,""text"":""two and a half"",""labels"":[""APT""]}]";23.01.2024 18:27
AdditionDeletion;"{""choices"":[""Structure-based Changes"",""Semantic-based Changes""]}";9;Easy;;No;;911004;0;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury.;622;21;30.01.2024 12:57;563;90899;"[{""start"":44,""end"":69,""text"":""charges of conspiracy and"",""labels"":[""APT""]}]";30.01.2024 12:57
Subordination and nesting changes;;10;Hard;;No;;11022;2;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;"Sorkin, who was to have been tried separately, faces charges of conspiracy to obstruct justice and lying to a grand jury.""";283;11;24.01.2024 12:23;589;64079;"[{""start"":8,""end"":45,""text"":""who was to have been tried separately"",""labels"":[""APT""]}]";24.01.2024 12:23
Spelling changes;;8;Easy;;Yes;;10093;4;For example, Anhalt said, children typically treat a 20-ounce soda bottle as one serving, although it actually contains 2 ½ 8-ounce servings.;For example, Anhalt said, children typically treat a twenty-ounce soda bottle as one serving, although it actually contains two and a half 8-ounce servings.;585;20;30.01.2024 11:36;557;44545;"[{""start"":53,""end"":59,""text"":""twenty"",""labels"":[""APT""]},{""start"":124,""end"":138,""text"":""two and a half"",""labels"":[""APT""]}]";30.01.2024 11:36
Subordination and nesting changes;Structure-based Changes;6;Easy;;No;;11000;0;The AFL-CIO is waiting until October to decide if it will endorse a candidate.;The AFL-CIO is waiting to decide if it will endorse a candidate until October.;107;10;23.01.2024 13:23;577;178762;;23.01.2024 13:23
Change of order;;5;Hard;Nonsense;Yes;;511003;0;Herman played with the dog owned by the local policeman.;The police arrested Herman;241;13;23.01.2024 18:39;559;13616;;23.01.2024 18:39
Inflectional Change;Morpho- and Lexicon-based Changes;10;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;1011002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;311;11;24.01.2024 12:36;560;77832;;24.01.2024 12:36
Derivational Changes;Others;12;Easy;;Yes;;1211001;0;She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;550;19;29.01.2024 21:00;561;38828;"[{""start"":64,""end"":73,""text"":""canceling"",""labels"":[""APT""]}]";29.01.2024 21:00
Derivational Changes;Morpho- and Lexicon-based Changes;7;Easy;;Yes;;711001;0;She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;426;17;25.01.2024 14:58;562;203433;"[{""start"":64,""end"":73,""text"":""canceling"",""labels"":[""APT""]},{""start"":14,""end"":18,""text"":""that"",""labels"":[""APT""]}]";25.01.2024 14:59
Syntheticanalytic substitution;;9;Hard;otherchange;No;Morpho- and Lexicon-based Changes;12053;4;The company has said it plans to restate its earnings for 2000 through 2002.;The company has said it intends to restate its earnings for 2000 through 2002.;629;21;30.01.2024 13:04;655;42722;;30.01.2024 13:04
AdditionDeletion;Structure-based Changes;4;Easy;;Yes;;411004;0;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;349;15;24.01.2024 13:14;564;49095;;24.01.2024 13:14
Change of order;;10;Easy;Nonsense;Yes;;1011003;0;Herman played with the dog owned by the local policeman.;The police arrested Herman;314;11;24.01.2024 12:37;565;37812;;24.01.2024 12:37
AdditionDeletion;;1;Easy;otherchange;Yes;Structure-based Changes;111004;0;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;335;9;24.01.2024 12:57;566;112885;;24.01.2024 13:02
Inflectional Changes;;9;Easy;;No;;5003;4;The company has said it plans to restate its earnings for 2000 through 2002.;The company has said it planned to restate its earnings for 2000 through 2002.;606;21;30.01.2024 12:41;274;107452;"[{""start"":24,""end"":31,""text"":""planned"",""labels"":[""APT""]}]";30.01.2024 12:41
Inflectional Change;;1;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;111002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;330;14;24.01.2024 12:51;568;55897;;24.01.2024 13:02
Change of order;;6;Hard;Nonsense;Yes;;611003;0;Herman played with the dog owned by the local policeman.;The police arrested Herman;83;8;23.01.2024 12:08;569;32585;;23.01.2024 12:08
Inflectional Change;;13;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;1311002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;210;12;23.01.2024 18:03;570;74931;;23.01.2024 18:03
Inflectional Change;;12;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;1211002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;551;19;29.01.2024 21:01;571;39182;;29.01.2024 21:01
Inflectional Change;;14;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;1411002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;393;16;24.01.2024 16:26;572;2939;;24.01.2024 16:26
Derivational Changes;;11;Easy;;Yes;;1111001;0;She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;513;10;27.01.2024 16:51;573;18158;;27.01.2024 16:51
Spelling Changes;;4;Easy;;Yes;;411000;0;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;343;15;24.01.2024 13:09;574;36345;"[{""start"":4,""end"":11,""text"":""DVD CCA"",""labels"":[""APT""]}]";24.01.2024 13:09
AdditionDeletion;;2;Hard;otherchange;Yes;Others;211004;0;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;357;14;24.01.2024 13:31;575;580281;;24.01.2024 13:31
Derivational Changes;Morpho- and Lexicon-based Changes;2;Easy;;Yes;;211001;0;She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;354;14;24.01.2024 13:20;576;60209;"[{""start"":64,""end"":85,""text"":""canceling a sub-audit"",""labels"":[""APT""]}]";24.01.2024 13:20
Derivational Changes;;8;Easy;otherchange;No;Morpho- and Lexicon-based Changes;3052;2;The company is highlighting the addition of .NET and J2EE support to its Enterprise Application Environment (EAE) with the new mainframe.;The company is emphasizing the inclusion of .NET and J2EE support in its Enterprise Application Environment (EAE) with the new mainframe.;563;20;30.01.2024 10:56;248;108503;;30.01.2024 11:01
Subordination and nesting changes;;7;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;11001;3;The AFL-CIO is waiting until October to decide if it will endorse a candidate.;The AFL-CIO is waiting until October before deciding if it will endorse a candidate.;419;17;25.01.2024 14:36;578;80547;;25.01.2024 14:48
Subordination and nesting changes;;8;Easy;otherchange;Yes;Semantic-based Changes;11002;2;The AFL-CIO is waiting until October to decide if it will endorse a candidate.;The AFL-CIO is waiting until October to decide whether it will endorse a candidate.;586;20;30.01.2024 11:37;579;85029;;30.01.2024 11:37
Derivational Changes;;9;Easy;;No;;3053;4;The company is highlighting the addition of .NET and J2EE support to its Enterprise Application Environment (EAE) with the new mainframe.;The company is highlighting the addition of .NET and J2EE support to its Enterprise Application Environment (EAE) by the novelty mainframe.;602;21;30.01.2024 12:36;249;22487;"[{""start"":121,""end"":128,""text"":""novelty"",""labels"":[""APT""]}]";30.01.2024 12:36
Subordination and nesting changes;;10;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;11004;1;The AFL-CIO is waiting until October to decide if it will endorse a candidate.; The AFL-CIO is waiting until October to decide whether it will endorse a candidate.;280;11;24.01.2024 12:20;581;79113;;24.01.2024 12:20
Subordination and nesting changes;;7;Easy;otherchange;Yes;Structure-based Changes;11010;0;"Trading in Loral was halted yesterday; the shares closed on Monday at $3.01.";Trading in Loral, whose shares closed on Monday at $3.01, was halted yesterday.;420;17;25.01.2024 14:36;582;3,6677E+15;;25.01.2024 14:48
Subordination and nesting changes;Others;8;Hard;;Yes;"{""choices"":[""Morpho- and Lexicon-based Changes"",""Others""]}";11011;3;"Trading in Loral was halted yesterday; the shares closed on Monday at $3.01.";"Loral's shares, which fell sharply yesterday, were halted yesterday; they closed on Monday at $3.01..";587;20;30.01.2024 11:39;583;25305;"[{""start"":16,""end"":44,""text"":""which fell sharply yesterday"",""labels"":[""APT""]}]";31.01.2024 11:47
Spelling Changes;;6;Easy;;No;;611000;0;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;102;10;23.01.2024 13:09;214;54147;;23.01.2024 13:09
Subordination and nesting changes;;10;Easy;;Yes;;11013;4;"Trading in Loral was halted yesterday; the shares closed on Monday at $3.01.";Trading in Loral, which had its shares closed at $3.01 on Monday, was halted yesterday.;282;11;24.01.2024 12:22;585;98533;"[{""start"":18,""end"":64,""text"":""which had its shares closed at $3.01 on Monday"",""labels"":[""APT""]}]";05.02.2024 10:39
Subordination and nesting changes;;11;Easy;;Yes;;11014;1;"Trading in Loral was halted yesterday; the shares closed on Monday at $3.01.";" Trading in Loral was halted yesterday; on Monday, the shares closed at $3.01.";502;10;27.01.2024 15:51;586;66778;;27.01.2024 15:51
Subordination and nesting changes;;8;Easy;otherchange;Yes;Semantic-based Changes;11020;0;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was supposed to have been tried separately.;588;20;30.01.2024 11:40;587;4334;;30.01.2024 11:40
Spelling Changes;;9;Easy;;No;;911000;0;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;615;21;30.01.2024 12:50;440;35156;"[{""start"":4,""end"":11,""text"":""DVD CCA"",""labels"":[""APT""]}]";30.01.2024 12:50
AdditionDeletion;;6;Easy;Identical sentences;No;;32;2;The DVD-CCA then appealed to the state Supreme Court.;The DVD-CCA then appealed to the state Supreme Court where the alteration of addition is applied.;75;8;23.01.2024 11:43;119;6521;;23.01.2024 11:43
Subordination and nesting changes;;11;Easy;otherchange;Yes;Semantic-based Changes;11023;4;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin, who was facing charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;503;10;27.01.2024 15:52;590;47202;;27.01.2024 15:52
Subordination and nesting changes;;12;Easy;;Yes;;11024;1;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.; Sorkin, facing charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;541;19;29.01.2024 20:45;591;28781;"[{""start"":9,""end"":15,""text"":""facing"",""labels"":[""APT""]}]";29.01.2024 20:45
Same Polarity Substitution (contextual);;1;Easy;Nonsense;No;;8082;2;A federal magistrate in Fort Lauderdale ordered him held without bail.;The federal magistrate in Fort Lauderdale ordered him to be held without bail.;284;9;24.01.2024 12:24;432;1,32254E+16;;24.01.2024 13:00
Subordination and nesting changes;;10;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;11031;3;This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, C++ and Microsoft Visual Basic.net.;285;11;24.01.2024 12:24;593;49546;;24.01.2024 12:24
Spelling changes;Others;6;Easy;;No;;10073;4;The latest shooting linked to the spree was a November 11 shooting at Hamilton Central Elementary School in Obetz, about 3km from the freeway.;The latest shooting linked to the spree was a November 11 shooting at Hamilton Central Elementary School in Obetz, about 3 kilometers from the freeway.;104;10;23.01.2024 13:15;547;154442;;23.01.2024 13:15
Subordination and nesting changes;;12;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;11033;4;This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;This integrates with Rational PurifyPlus and enables developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;542;19;29.01.2024 20:45;595;25819;;29.01.2024 20:45
Subordination and nesting changes;Morpho- and Lexicon-based Changes;13;Easy;;Yes;;11034;1;This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.; This integrates with Rational PurifyPlus, enabling developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;204;12;23.01.2024 17:52;596;162204;"[{""start"":31,""end"":51,""text"":""PurifyPlus, enabling"",""labels"":[""APT""]}]";23.01.2024 17:52
Subordination and nesting changes;;10;Easy;otherchange;Yes;Semantic-based Changes;11040;0;The University of Michigan released a new undergraduate admission process Thursday, dropping a point system the U.S. Supreme Court found unconstitutional in June.;The University of Michigan released a new undergraduate admission process Thursday, in which it dropped a point system the U.S. Supreme Court found unconstitutional in June.;287;11;24.01.2024 12:25;597;53368;;24.01.2024 12:25
Subordination and nesting changes;;11;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;11041;3;The University of Michigan released a new undergraduate admission process Thursday, dropping a point system the U.S. Supreme Court found unconstitutional in June.;The University of Michigan released a new undergraduate admission process Thursday, dropping the numerical scores the Supreme Court found unconstitutional in June.;505;10;27.01.2024 16:37;598;114161;;27.01.2024 16:37
Spelling changes;Morpho- and Lexicon-based Changes;5;Easy;;No;;10072;2;The latest shooting linked to the spree was a November 11 shooting at Hamilton Central Elementary School in Obetz, about 3km from the freeway.;The most recent shooting connected to the crime spree was a November 11 shooting at Hamilton Central Elementary School in Obetz, approximately 3km from the highway.;230;13;23.01.2024 18:25;546;39196;"[{""start"":0,""end"":53,""text"":""The most recent shooting connected to the crime spree"",""labels"":[""APT""]}]";23.01.2024 18:25
Subordination and nesting changes;;13;Easy;;Yes;;11043;4;The University of Michigan released a new undergraduate admission process Thursday, dropping a point system the U.S. Supreme Court found unconstitutional in June.;The University of Michigan released a new undergraduate admission process Thursday, which dropped a point system the U.S. Supreme Court found unconstitutional in June.;227;12;23.01.2024 18:24;600;4634;"[{""start"":74,""end"":97,""text"":""Thursday, which dropped"",""labels"":[""APT""]}]";23.01.2024 18:24
Subordination and nesting changes;;13;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;11043;4;The University of Michigan released a new undergraduate admission process Thursday, dropping a point system the U.S. Supreme Court found unconstitutional in June.;The University of Michigan released a new undergraduate admission process Thursday, which dropped a point system the U.S. Supreme Court found unconstitutional in June.;216;13;23.01.2024 18:13;600;85718;;23.01.2024 18:13
Subordination and nesting changes;;14;Easy;otherchange;Yes;Others;11044;1;The University of Michigan released a new undergraduate admission process Thursday, dropping a point system the U.S. Supreme Court found unconstitutional in June.; The University of Michigan released a new undergraduate admission process Thursday, dropping a point system that the U.S. Supreme Court found unconstitutional in June.;385;16;24.01.2024 16:20;601;64185;;24.01.2024 16:20
Subordination and nesting changes;;11;Easy;;Yes;;11050;0;The suite comes complete with a word processor, spreadsheet, presentation software and other components, while continuing its tradition of utilizing an XML-based file format.;The suite, which comes complete with a word processor, spreadsheet, presentation software, and other components, continues its tradition of utilizing an XML-based file format.;506;10;27.01.2024 16:38;602;82969;;27.01.2024 16:38
Subordination and nesting changes;Morpho- and Lexicon-based Changes;12;Hard;;Yes;;11051;3;The suite comes complete with a word processor, spreadsheet, presentation software and other components, while continuing its tradition of utilizing an XML-based file format.;The suite comes complete with a word processor, spreadsheet, presentation software and other essential utilities, and continues to use an XML-based file format.;544;19;29.01.2024 20:55;603;509857;"[{""start"":114,""end"":134,""text"":""and continues to use"",""labels"":[""APT""]}]";29.01.2024 20:55
Subordination and nesting changes;Others;13;Easy;;Yes;;11052;2;The suite comes complete with a word processor, spreadsheet, presentation software and other components, while continuing its tradition of utilizing an XML-based file format.;The suite, which continues its tradition of utilizing an XML-based file format, comes complete with a word processor, spreadsheet, presentation software and other components.;225;12;23.01.2024 18:22;604;18623;"[{""start"":11,""end"":26,""text"":""which continues"",""labels"":[""APT""]}]";23.01.2024 18:22
Subordination and nesting changes;;14;Easy;otherchange;Yes;Structure-based Changes;11053;4;The suite comes complete with a word processor, spreadsheet, presentation software and other components, while continuing its tradition of utilizing an XML-based file format.;The suite, which continues its tradition of utilizing an XML-based file format, comes complete with a word processor, spreadsheet, presentation software, and other components.;386;16;24.01.2024 16:20;605;2504;;24.01.2024 16:20
Subordination and nesting changes;;15;Hard;;Yes;;11054;1;The suite comes complete with a word processor, spreadsheet, presentation software and other components, while continuing its tradition of utilizing an XML-based file format.; The suite, which continues its tradition of utilizing an XML-based file format, comes complete with a word processor, spreadsheet, presentation software and other components.;160;2;23.01.2024 17:03;606;45602;"[{""start"":12,""end"":80,""text"":""which continues its tradition of utilizing an XML-based file format,"",""labels"":[""APT""]}]";23.01.2024 17:03
Subordination and nesting changes;;12;Easy;Nonsense;Yes;;11060;0;Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time of the anthrax attacks.;Prosecutors said there is no question that Waagner, who was behind the letters, which were sent at the same time of the anthrax attacks.;545;19;29.01.2024 20:56;607;79647;;29.01.2024 20:56
Subordination and nesting changes;;13;Easy;otherchange;Yes;"{""choices"":[""Morpho- and Lexicon-based Changes"",""Others""]}";11061;3;Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time of the anthrax attacks.;Prosecutors said Wednesday that there is no question Waagner was behind the letters, which were sent at the same time as the anthrax attacks.;222;12;23.01.2024 18:19;608;233516;;23.01.2024 18:19
AdditionDeletion;;9;Easy;;No;;80;0;The new Finder puts a user's folders, hard drive, network servers, iDisk and removable media in one location, providing one-click access.;The new Finder puts a user's folders, hard drive, network servers, iDisk and removable media all in one location, providing one-click access.;598;21;30.01.2024 12:32;142;58546;"[{""start"":93,""end"":96,""text"":""all"",""labels"":[""APT""]}]";30.01.2024 12:32
Subordination and nesting changes;;15;Hard;Nonsense;Yes;;11063;4;Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time of the anthrax attacks.;Prosecutors said there is no question that Waagner, who was behind the letters, which were sent at the same time of the anthrax attacks.;162;2;23.01.2024 17:04;610;56801;;23.01.2024 17:04
Subordination and nesting changes;;1;Hard;otherchange;Yes;Others;11064;1;Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time of the anthrax attacks.; There is no question that Waagner was behind the letters, which prosecutors said were sent at the same time as the anthrax attacks.;312;9;24.01.2024 12:36;611;103146;;24.01.2024 13:01
Subordination and nesting changes;Others;13;Easy;;Yes;;11070;0;His plan would cost more than $200 billion annually, which Gephardt would pay for by repealing Bush's tax cuts.;Gephardt would pay for his plan, which would cost more than $200 billion annually, by repealing Bush's tax cuts.;219;12;23.01.2024 18:15;612;178364;"[{""start"":9,""end"":49,""text"":""would pay for his plan, which would cost"",""labels"":[""APT""]}]";23.01.2024 18:15
Subordination and nesting changes;;14;Hard;otherchange;Yes;Semantic-based Changes;11071;3;His plan would cost more than $200 billion annually, which Gephardt would pay for by repealing Bush's tax cuts.;His plan would pay for itself by repealing Bush's tax cuts.;388;16;24.01.2024 16:23;613;76249;;24.01.2024 16:23
Change of order;;9;Hard;Nonsense;No;;911003;0;Herman played with the dog owned by the local policeman.;The police arrested Herman;600;21;30.01.2024 12:34;205;7,4216E+15;;30.01.2024 12:34
Subordination and nesting changes;;1;Hard;otherchange;Yes;Morpho- and Lexicon-based Changes;11073;4;His plan would cost more than $200 billion annually, which Gephardt would pay for by repealing Bush's tax cuts.;His plan would cost more than $200 billion annually, and Gephardt would pay for it by repealing Bush's tax cuts.;315;9;24.01.2024 12:37;615;7,0415E+15;;24.01.2024 13:01
