;annotator;apt;index;kind;paraphrase-text;original;paraphrase_fixed;paraphrase;applied-correctly;failure_identical;failure_otherchange;failure_nonsense;failure_other;correct_format;hard;add_morph;add_struct;add_semantic;add_others;mistaken_morph;mistaken_struct;mistaken_semantic;mistaken_others;start;end;marked_text;golden_example
474;2;Derivational Changes;211001;0;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;True;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;64.0;85.0;canceling a sub-audit;True
475;6;Subordination and nesting changes;11000;0;The AFL-CIO is waiting to decide if it will endorse a candidate until October.;The AFL-CIO is waiting until October to decide if it will endorse a candidate.;The AFL-CIO is waiting to decide if it will endorse a candidate until October.;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;;False
476;7;Subordination and nesting changes;11001;3;The AFL-CIO is waiting until October before deciding if it will endorse a candidate.;The AFL-CIO is waiting until October to decide if it will endorse a candidate.;The AFL-CIO is waiting until October before deciding if it will endorse a candidate.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
477;8;Subordination and nesting changes;11002;2;The AFL-CIO is waiting until October to decide whether it will endorse a candidate.;The AFL-CIO is waiting until October to decide if it will endorse a candidate.;The AFL-CIO is waiting until October to decide whether it will endorse a candidate.;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;;;;False
478;9;Subordination and nesting changes;11003;4;When it will endorse a candidate is what the AFL-CIO is waiting until October to decide.;The AFL-CIO is waiting until October to decide if it will endorse a candidate.;When it will endorse a candidate is what the AFL-CIO is waiting until October to decide.;True;False;False;True;False;False;False;True;False;False;False;False;False;False;True;False;;;;False
479;10;Subordination and nesting changes;11004;1; The AFL-CIO is waiting until October to decide whether it will endorse a candidate.;The AFL-CIO is waiting until October to decide if it will endorse a candidate.; The AFL-CIO is waiting until October to decide whether it will endorse a candidate.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
480;7;Subordination and nesting changes;11010;0;Trading in Loral, whose shares closed on Monday at $3.01, was halted yesterday.;"Trading in Loral was halted yesterday; the shares closed on Monday at $3.01.";Trading in Loral, whose shares closed on Monday at $3.01, was halted yesterday.;True;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;;;;False
481;8;Subordination and nesting changes;11011;3;"Loral's shares, which fell sharply yesterday, were halted yesterday; they closed on Monday at $3.01..";"Trading in Loral was halted yesterday; the shares closed on Monday at $3.01.";"Loral's shares, which fell sharply yesterday, were halted yesterday; they closed on Monday at $3.01..";True;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True;16.0;44.0;which fell sharply yesterday;False
482;9;Subordination and nesting changes;11012;2;"Loral's trading was halted yesterday; the shares closed at $3.01 on Monday.";"Trading in Loral was halted yesterday; the shares closed on Monday at $3.01.";"Loral's trading was halted yesterday; the shares closed at $3.01 on Monday.";True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;0.0;15.0;Loral's trading;False
483;10;Subordination and nesting changes;11013;4;Trading in Loral, which had its shares closed at $3.01 on Monday, was halted yesterday.;"Trading in Loral was halted yesterday; the shares closed on Monday at $3.01.";Trading in Loral, which had its shares closed at $3.01 on Monday, was halted yesterday.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;18.0;64.0;which had its shares closed at $3.01 on Monday;False
484;11;Subordination and nesting changes;11014;1;" Trading in Loral was halted yesterday; on Monday, the shares closed at $3.01.";"Trading in Loral was halted yesterday; the shares closed on Monday at $3.01.";" Trading in Loral was halted yesterday; on Monday, the shares closed at $3.01.";True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
485;8;Subordination and nesting changes;11020;0;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was supposed to have been tried separately.;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was supposed to have been tried separately.;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;;;;False
486;9;Subordination and nesting changes;11021;3;If approved, the admissions and the plea agreement would end the prosecution that accused Sorkin of conspiracy to obstruct justice and lying to a grand jury.;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;If approved, the admissions and the plea agreement would end the prosecution that accused Sorkin of conspiracy to obstruct justice and lying to a grand jury.;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;;;;False
487;10;Subordination and nesting changes;11022;2;"Sorkin, who was to have been tried separately, faces charges of conspiracy to obstruct justice and lying to a grand jury. (Subordination and nesting change: moved ""who was to have been tried separately"" to the beginning of the sentence) The altered sentence: Using the given alteration, the modified sentence is ""Sorkin, who was to have been tried separately, faces charges of conspiracy to obstruct justice and lying to a grand jury."" The alteration was successfully applied as the original sentence was transformed to include the subordination element at the beginning while maintaining the same meaning.";Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;"Sorkin, who was to have been tried separately, faces charges of conspiracy to obstruct justice and lying to a grand jury.""";True;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;8.0;45.0;who was to have been tried separately;False
488;11;Subordination and nesting changes;11023;4;Sorkin, who was facing charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin, who was facing charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;;;;False
489;12;Subordination and nesting changes;11024;1; Sorkin, facing charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.; Sorkin, facing charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;9.0;15.0;facing;False
490;9;Subordination and nesting changes;11030;0;This integration with Rational PurifyPlus allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;This integration with Rational PurifyPlus allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;48.0;This integration with Rational PurifyPlus allows;False
491;10;Subordination and nesting changes;11031;3;This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, C++ and Microsoft Visual Basic.net.;This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, C++ and Microsoft Visual Basic.net.;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
492;11;Subordination and nesting changes;11032;2;This allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET, integrating with Rational PurifyPlus and containing a subordination or nested element that is not present, or changes its position and/or form within the other members of the pair.;This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;This allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET, integrating with Rational PurifyPlus and containing a subordination or nested element that is not present, or changes its position and/or form within the other members of the pair.;True;True;False;False;False;False;False;True;True;False;False;False;False;False;False;False;;;;False
493;12;Subordination and nesting changes;11033;4;This integrates with Rational PurifyPlus and enables developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;This integrates with Rational PurifyPlus and enables developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
494;13;Subordination and nesting changes;11034;1; This integrates with Rational PurifyPlus, enabling developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.; This integrates with Rational PurifyPlus, enabling developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;True;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;31.0;51.0;PurifyPlus, enabling;False
495;10;Subordination and nesting changes;11040;0;The University of Michigan released a new undergraduate admission process Thursday, in which it dropped a point system the U.S. Supreme Court found unconstitutional in June.;The University of Michigan released a new undergraduate admission process Thursday, dropping a point system the U.S. Supreme Court found unconstitutional in June.;The University of Michigan released a new undergraduate admission process Thursday, in which it dropped a point system the U.S. Supreme Court found unconstitutional in June.;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;;;;False
496;11;Subordination and nesting changes;11041;3;The University of Michigan released a new undergraduate admission process Thursday, dropping the numerical scores the Supreme Court found unconstitutional in June.;The University of Michigan released a new undergraduate admission process Thursday, dropping a point system the U.S. Supreme Court found unconstitutional in June.;The University of Michigan released a new undergraduate admission process Thursday, dropping the numerical scores the Supreme Court found unconstitutional in June.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
497;12;Subordination and nesting changes;11042;2;"The University of Michigan, which dropped a point system the U.S. Supreme Court found unconstitutional in June, released a new undergraduate admission process Thursday. The alteration ""subordination and nesting change"" was successfully applied to the input sentence. The subordinated clause ""which dropped a point system the U.S. Supreme Court found unconstitutional in June"" was added to the sentence, introducing the change in position. The original meaning of the sentence is preserved in the altered version.";The University of Michigan released a new undergraduate admission process Thursday, dropping a point system the U.S. Supreme Court found unconstitutional in June.;The University of Michigan, which dropped a point system the U.S. Supreme Court found unconstitutional in June, released a new undergraduate admission process Thursday.;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;;;;False
498;13;Subordination and nesting changes;11043;4;The University of Michigan released a new undergraduate admission process Thursday, which dropped a point system the U.S. Supreme Court found unconstitutional in June.;The University of Michigan released a new undergraduate admission process Thursday, dropping a point system the U.S. Supreme Court found unconstitutional in June.;The University of Michigan released a new undergraduate admission process Thursday, which dropped a point system the U.S. Supreme Court found unconstitutional in June.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
499;14;Subordination and nesting changes;11044;1; The University of Michigan released a new undergraduate admission process Thursday, dropping a point system that the U.S. Supreme Court found unconstitutional in June.;The University of Michigan released a new undergraduate admission process Thursday, dropping a point system the U.S. Supreme Court found unconstitutional in June.; The University of Michigan released a new undergraduate admission process Thursday, dropping a point system that the U.S. Supreme Court found unconstitutional in June.;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;True;;;;False
500;11;Subordination and nesting changes;11050;0;The suite, which comes complete with a word processor, spreadsheet, presentation software, and other components, continues its tradition of utilizing an XML-based file format.;The suite comes complete with a word processor, spreadsheet, presentation software and other components, while continuing its tradition of utilizing an XML-based file format.;The suite, which comes complete with a word processor, spreadsheet, presentation software, and other components, continues its tradition of utilizing an XML-based file format.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
501;12;Subordination and nesting changes;11051;3;The suite comes complete with a word processor, spreadsheet, presentation software and other essential utilities, and continues to use an XML-based file format.;The suite comes complete with a word processor, spreadsheet, presentation software and other components, while continuing its tradition of utilizing an XML-based file format.;The suite comes complete with a word processor, spreadsheet, presentation software and other essential utilities, and continues to use an XML-based file format.;True;True;False;False;False;False;True;True;True;False;False;False;False;False;False;False;114.0;134.0;and continues to use;False
502;13;Subordination and nesting changes;11052;2;The suite, which continues its tradition of utilizing an XML-based file format, comes complete with a word processor, spreadsheet, presentation software and other components.;The suite comes complete with a word processor, spreadsheet, presentation software and other components, while continuing its tradition of utilizing an XML-based file format.;The suite, which continues its tradition of utilizing an XML-based file format, comes complete with a word processor, spreadsheet, presentation software and other components.;True;True;False;False;False;False;True;False;False;False;False;True;False;False;False;False;11.0;26.0;which continues;False
503;14;Subordination and nesting changes;11053;4;The suite, which continues its tradition of utilizing an XML-based file format, comes complete with a word processor, spreadsheet, presentation software, and other components.;The suite comes complete with a word processor, spreadsheet, presentation software and other components, while continuing its tradition of utilizing an XML-based file format.;The suite, which continues its tradition of utilizing an XML-based file format, comes complete with a word processor, spreadsheet, presentation software, and other components.;True;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;;;;False
504;15;Subordination and nesting changes;11054;1; The suite, which continues its tradition of utilizing an XML-based file format, comes complete with a word processor, spreadsheet, presentation software and other components.;The suite comes complete with a word processor, spreadsheet, presentation software and other components, while continuing its tradition of utilizing an XML-based file format.; The suite, which continues its tradition of utilizing an XML-based file format, comes complete with a word processor, spreadsheet, presentation software and other components.;True;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;12.0;80.0;which continues its tradition of utilizing an XML-based file format,;False
505;12;Subordination and nesting changes;11060;0;Prosecutors said there is no question that Waagner, who was behind the letters, which were sent at the same time of the anthrax attacks.;Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time of the anthrax attacks.;Prosecutors said there is no question that Waagner, who was behind the letters, which were sent at the same time of the anthrax attacks.;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;;;False
506;13;Subordination and nesting changes;11061;3;Prosecutors said Wednesday that there is no question Waagner was behind the letters, which were sent at the same time as the anthrax attacks.;Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time of the anthrax attacks.;Prosecutors said Wednesday that there is no question Waagner was behind the letters, which were sent at the same time as the anthrax attacks.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;;;;False
507;14;Subordination and nesting changes;11062;2;"Prosecutors said there is no question that Waagner, who was behind the letters, which were sent at the same time of the anthrax attacks. [Subordination and nesting change: added ""that Waagner"" before ""who was""]";Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time of the anthrax attacks.;Prosecutors said there is no question that Waagner, who was behind the letters, which were sent at the same time of the anthrax attacks. ;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;;;;False
508;15;Subordination and nesting changes;11063;4;Prosecutors said there is no question that Waagner, who was behind the letters, which were sent at the same time of the anthrax attacks.;Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time of the anthrax attacks.;Prosecutors said there is no question that Waagner, who was behind the letters, which were sent at the same time of the anthrax attacks.;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;;;;False
509;1;Subordination and nesting changes;11064;1; There is no question that Waagner was behind the letters, which prosecutors said were sent at the same time as the anthrax attacks.;Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time of the anthrax attacks.; There is no question that Waagner was behind the letters, which prosecutors said were sent at the same time as the anthrax attacks.;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;True;;;;False
510;13;Subordination and nesting changes;11070;0;Gephardt would pay for his plan, which would cost more than $200 billion annually, by repealing Bush's tax cuts.;His plan would cost more than $200 billion annually, which Gephardt would pay for by repealing Bush's tax cuts.;Gephardt would pay for his plan, which would cost more than $200 billion annually, by repealing Bush's tax cuts.;True;True;False;False;False;False;True;False;False;False;False;True;False;False;False;False;9.0;49.0;would pay for his plan, which would cost;False
511;14;Subordination and nesting changes;11071;3;His plan would pay for itself by repealing Bush's tax cuts.;His plan would cost more than $200 billion annually, which Gephardt would pay for by repealing Bush's tax cuts.;His plan would pay for itself by repealing Bush's tax cuts.;True;False;False;True;False;False;True;True;False;False;False;False;False;False;True;False;;;;False
512;15;Subordination and nesting changes;11072;2;"Altered sentence: '''Gephardt would pay for his plan, which would cost more than $200 billion annually, by repealing Bush's tax cuts.'''The alteration has been successfully applied. The original sentence has been restructured so that the clause ""Gephardt would pay for"" is moved to the beginning of the sentence. Additionally, the subordinated element ""which Gephardt would pay for"" is preserved and placed after the noun it modifies, ""his plan."" The alteration accurately reflects the changes described.";His plan would cost more than $200 billion annually, which Gephardt would pay for by repealing Bush's tax cuts.;Gephardt would pay for his plan, which would cost more than $200 billion annually, by repealing Bush's tax cuts.;True;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;54.0;103.0;which would cost more than $200 billion annually,;False
513;1;Subordination and nesting changes;11073;4;His plan would cost more than $200 billion annually, and Gephardt would pay for it by repealing Bush's tax cuts.;His plan would cost more than $200 billion annually, which Gephardt would pay for by repealing Bush's tax cuts.;His plan would cost more than $200 billion annually, and Gephardt would pay for it by repealing Bush's tax cuts.;True;False;False;True;False;False;True;True;False;False;False;False;True;False;False;False;;;;False
514;2;Subordination and nesting changes;11074;1; His plan, which Gephardt would pay for by repealing Bush's tax cuts, would cost more than $200 billion annually.;His plan would cost more than $200 billion annually, which Gephardt would pay for by repealing Bush's tax cuts.; His plan, which Gephardt would pay for by repealing Bush's tax cuts, would cost more than $200 billion annually.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;5.0;69.0;plan, which Gephardt would pay for by repealing Bush's tax cuts,;False
515;14;Subordination and nesting changes;11080;0;The Okaz newspaper in Saudi Arabia reported on Monday that suspects who escaped the raid on Saturday fled in a car that broke down on the outskirts of Mecca Sunday afternoon.;The Saudi newspaper Okaz reported Monday that suspects who escaped Saturday's raid fled in a car that broke down on the outskirts of Mecca Sunday afternoon.;The Okaz newspaper in Saudi Arabia reported on Monday that suspects who escaped the raid on Saturday fled in a car that broke down on the outskirts of Mecca Sunday afternoon.;True;True;False;False;False;False;True;False;False;True;True;False;False;False;False;False;;;;False
516;15;Subordination and nesting changes;11081;3;The Saudi newspaper Okaz reported Monday that suspects who fled Saturday's raid fled in a car that broke down on the outskirts of Mecca Sunday afternoon.;The Saudi newspaper Okaz reported Monday that suspects who escaped Saturday's raid fled in a car that broke down on the outskirts of Mecca Sunday afternoon.;The Saudi newspaper Okaz reported Monday that suspects who fled Saturday's raid fled in a car that broke down on the outskirts of Mecca Sunday afternoon.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
517;1;Subordination and nesting changes;11082;2;The Saudi newspaper Okaz reported Monday that suspects who escaped Saturday's raid fled in a car which broke down on the outskirts of Mecca Sunday afternoon.;The Saudi newspaper Okaz reported Monday that suspects who escaped Saturday's raid fled in a car that broke down on the outskirts of Mecca Sunday afternoon.;The Saudi newspaper Okaz reported Monday that suspects who escaped Saturday's raid fled in a car which broke down on the outskirts of Mecca Sunday afternoon.;True;False;False;True;False;False;True;True;False;False;False;False;True;False;False;False;;;;False
518;2;Subordination and nesting changes;11083;4;The Saudi newspaper Okaz reported Monday that suspects who escaped, and had been chased by the police, fled in a car that broke down on the outskirts of Mecca Sunday afternoon.;The Saudi newspaper Okaz reported Monday that suspects who escaped Saturday's raid fled in a car that broke down on the outskirts of Mecca Sunday afternoon.;The Saudi newspaper Okaz reported Monday that suspects who escaped, and had been chased by the police, fled in a car that broke down on the outskirts of Mecca Sunday afternoon.;False;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;68.0;102.0;and had been chased by the police,;False
519;3;Subordination and nesting changes;11084;1; The suspects who escaped Saturday's raid fled in a car that broke down on the outskirts of Mecca Sunday afternoon, according to the Saudi newspaper Okaz reported Monday.;The Saudi newspaper Okaz reported Monday that suspects who escaped Saturday's raid fled in a car that broke down on the outskirts of Mecca Sunday afternoon.; The suspects who escaped Saturday's raid fled in a car that broke down on the outskirts of Mecca Sunday afternoon, according to the Saudi newspaper Okaz reported Monday.;True;False;False;True;False;False;True;True;False;False;False;False;True;False;False;True;;;;False
520;15;Subordination and nesting changes;11090;0;Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen, was also arrested on Friday.;Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.;Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen, was also arrested on Friday.;True;False;False;True;False;False;True;True;False;False;False;False;False;True;True;False;;;;False
521;1;Subordination and nesting changes;11091;3;The others arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.;Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.;The others arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.;True;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;;;;False
522;2;Subordination and nesting changes;11092;2;Also taken into custody on Friday was Claudia Carrizales de Villa, 34, a Mexican citizen residing in Harlingen.;Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.;Also taken into custody on Friday was Claudia Carrizales de Villa, 34, a Mexican citizen residing in Harlingen.;True;False;False;True;False;False;True;False;True;False;False;False;True;False;False;False;;;;False
523;3;Subordination and nesting changes;11093;4;Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen, according to law enforcement officials.;Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.;Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen, according to law enforcement officials.;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;True;;;;False
524;4;Subordination and nesting changes;11094;1; Also arrested on Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.;Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.; Also arrested on Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;;;False
525;1;Syntheticanalytic substitution;12000;0; Revenue in the first quarter of the year dropped by 15 percent from the same period a year earlier.;Revenue in the first quarter of the year dropped 15 percent from the same period a year earlier.; Revenue in the first quarter of the year dropped by 15 percent from the same period a year earlier.;True;False;False;False;False;True;;True;False;False;False;False;False;False;False;False;;;;False
526;2;Syntheticanalytic substitution;12001;3;1Q revenue of $6.8 billion dropped 15 percent from the same period a year earlier.;Revenue in the first quarter of the year dropped 15 percent from the same period a year earlier.;1Q revenue of $6.8 billion dropped 15 percent from the same period a year earlier.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;0.0;10.0;1Q revenue;False
527;3;Syntheticanalytic substitution;12002;2;"Altered: '''Revenue dropped 15 percent from the same period a year earlier in the first quarter of the year.'''The alteration of moving the prepositional phrase ""in the first quarter of the year"" to the end of the sentence was applied. The original meaning of the sentence is preserved, and no other changes were made.";Revenue in the first quarter of the year dropped 15 percent from the same period a year earlier.;Revenue dropped 15 percent from the same period a year earlier in the first quarter of the year.;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;;False
528;4;Syntheticanalytic substitution;12003;4;Revenue in the first quarter of the year dropped 15 percent from the same period of a year earlier.;Revenue in the first quarter of the year dropped 15 percent from the same period a year earlier.;Revenue in the first quarter of the year dropped 15 percent from the same period of a year earlier.;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;;;False
529;5;Syntheticanalytic substitution;12004;1; Revenue in the first quarter of the year dropped by 15 percent from the same period a year earlier.;Revenue in the first quarter of the year dropped 15 percent from the same period a year earlier.; Revenue in the first quarter of the year dropped by 15 percent from the same period a year earlier.;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;True;;;;False
530;2;Syntheticanalytic substitution;12010;0;Tropical storm warnings and watches were posted today for Haiti, western parts of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;Tropical storm warnings and watches were posted today for Haiti, western parts of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;0.0;14.0;Tropical storm;False
531;3;Syntheticanalytic substitution;12011;3;Tropical storm warnings and watches were issued today about the storm for Haiti, portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands..;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;Tropical storm warnings and watches were issued today about the storm for Haiti, portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands..;True;True;False;False;False;False;True;True;True;True;False;True;False;False;False;False;81.0;89.0;portions;False
532;4;Syntheticanalytic substitution;12012;2;But today, Haiti, western parts of the Dominican Republic, the southeastern Bahamas, and the Turk and Caicos Islands had tropical storm warnings and watches posted.;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;But today, Haiti, western parts of the Dominican Republic, the southeastern Bahamas, and the Turk and Caicos Islands had tropical storm warnings and watches posted.;True;True;False;False;False;False;True;True;True;True;False;False;False;False;False;False;18.0;57.0;western parts of the Dominican Republic;False
533;5;Syntheticanalytic substitution;12013;4;But tropical storm warnings and watches were posted in Haiti, in western portions of the Dominican Republic, in the southeastern Bahamas, and in the Turk and Caicos islands on today.;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;But tropical storm warnings and watches were posted in Haiti, in western portions of the Dominican Republic, in the southeastern Bahamas, and in the Turk and Caicos islands on today.;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;True;;;;False
534;6;Syntheticanalytic substitution;12014;1; But today tropical storm warnings and watches were posted for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.; But today tropical storm warnings and watches were posted for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;;;;False
535;3;Syntheticanalytic substitution;12020;0; Six months ago, the IMF and Argentina reached a bare-minimum $6.8-billion debt rollover agreement that expires in August.;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.; Six months ago, the IMF and Argentina reached a bare-minimum $6.8-billion debt rollover agreement that expires in August.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
536;4;Syntheticanalytic substitution;12021;3;Six months ago, Argentina and the IMF struck a bare-minimum $6.8 billion debt rollover deal which expires in August.;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.;Six months ago, Argentina and the IMF struck a bare-minimum $6.8 billion debt rollover deal which expires in August.;True;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;;;;False
537;5;Syntheticanalytic substitution;12022;2;Six months ago, the IMF and Argentina made a $6.8-billion debt rollover deal that has the minimum conditions and expires in August, which is just the minimum amount.;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.;Six months ago, the IMF and Argentina made a $6.8-billion debt rollover deal that has the minimum conditions and expires in August, which is just the minimum amount.;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;False;132.0;165.0;which is just the minimum amount.\n;False
538;6;Syntheticanalytic substitution;12023;4;Six months ago, the debt rollover deal worth a bare minimum of $6.8 billion of the IMF and Argentina that expires in August was struck.;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.;Six months ago, the debt rollover deal worth a bare minimum of $6.8 billion of the IMF and Argentina that expires in August was struck.;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;;False
539;7;Syntheticanalytic substitution;12024;1; Six months ago, the IMF and Argentina made a bare-minimum $6.8-billion debt rollover deal that expires in August.;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.; Six months ago, the IMF and Argentina made a bare-minimum $6.8-billion debt rollover deal that expires in August.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
540;4;Syntheticanalytic substitution;12030;0; Singapore is already the 12th-largest trading partner of the United States, with two-way trade totaling more than $34 billion.;Singapore is already the United States' 12th-largest trading partner, with two-way trade totaling more than $34 billion.; Singapore is already the 12th-largest trading partner of the United States, with two-way trade totaling more than $34 billion.;True;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;;;;False
